degraded_image,degradation_type,reference_image,source_reference_path
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/12445_blue.png,blue_cast,12445.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12445.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/12445_green.png,green_cast,12445.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12445.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/12445_lowlight.png,low_light,12445.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12445.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/12445_blur.png,blur,12445.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12445.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/124_img__blue.png,blue_cast,124_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/124_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/124_img__green.png,green_cast,124_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/124_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/124_img__lowlight.png,low_light,124_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/124_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/124_img__blur.png,blur,124_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/124_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/125_img__blue.png,blue_cast,125_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/125_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/125_img__green.png,green_cast,125_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/125_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/125_img__lowlight.png,low_light,125_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/125_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/125_img__blur.png,blur,125_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/125_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/12900_blue.png,blue_cast,12900.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12900.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/12900_green.png,green_cast,12900.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12900.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/12900_lowlight.png,low_light,12900.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12900.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/12900_blur.png,blur,12900.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/12900.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/129_img__blue.png,blue_cast,129_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/129_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/129_img__green.png,green_cast,129_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/129_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/129_img__lowlight.png,low_light,129_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/129_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/129_img__blur.png,blur,129_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/129_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/130_img__blue.png,blue_cast,130_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/130_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/130_img__green.png,green_cast,130_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/130_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/130_img__lowlight.png,low_light,130_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/130_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/130_img__blur.png,blur,130_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/130_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/131_img__blue.png,blue_cast,131_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/131_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/131_img__green.png,green_cast,131_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/131_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/131_img__lowlight.png,low_light,131_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/131_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/131_img__blur.png,blur,131_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/131_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/133_img__blue.png,blue_cast,133_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/133_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/133_img__green.png,green_cast,133_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/133_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/133_img__lowlight.png,low_light,133_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/133_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/133_img__blur.png,blur,133_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/133_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/135_img__blue.png,blue_cast,135_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/135_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/135_img__green.png,green_cast,135_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/135_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/135_img__lowlight.png,low_light,135_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/135_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/135_img__blur.png,blur,135_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/135_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/136_img__blue.png,blue_cast,136_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/136_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/136_img__green.png,green_cast,136_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/136_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/136_img__lowlight.png,low_light,136_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/136_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/136_img__blur.png,blur,136_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/136_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/137_img__blue.png,blue_cast,137_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/137_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/137_img__green.png,green_cast,137_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/137_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/137_img__lowlight.png,low_light,137_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/137_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/137_img__blur.png,blur,137_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/137_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/138_img__blue.png,blue_cast,138_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/138_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/138_img__green.png,green_cast,138_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/138_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/138_img__lowlight.png,low_light,138_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/138_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/138_img__blur.png,blur,138_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/138_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/139_img__blue.png,blue_cast,139_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/139_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/139_img__green.png,green_cast,139_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/139_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/139_img__lowlight.png,low_light,139_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/139_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/139_img__blur.png,blur,139_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/139_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/13_img__blue.png,blue_cast,13_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/13_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/13_img__green.png,green_cast,13_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/13_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/13_img__lowlight.png,low_light,13_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/13_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/13_img__blur.png,blur,13_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/13_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/1407_blue.png,blue_cast,1407.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/1407.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/1407_green.png,green_cast,1407.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/1407.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/1407_lowlight.png,low_light,1407.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/1407.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/1407_blur.png,blur,1407.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/1407.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/140_img__blue.png,blue_cast,140_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/140_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/140_img__green.png,green_cast,140_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/140_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/140_img__lowlight.png,low_light,140_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/140_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/140_img__blur.png,blur,140_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/140_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/141_img__blue.png,blue_cast,141_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/141_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/141_img__green.png,green_cast,141_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/141_img_.png
